Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,F,I,M,Length_discretized,Diameter_discretized,Height_discretized,Whole weight_discretized,Shucked weight_discretized,Viscera weight_discretized,Shell weight_discretized,Rings_discretized,Length_z_score,Diameter_z_score,Height_z_score,Whole weight_z_score,Shucked weight_z_score,Viscera weight_z_score,Shell weight_z_score,Rings_z_score,prediction
0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12,1,0,0,"(0.45, 0.545]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(11.0, 29.0]",0.006132129050949989,0.22095361257325696,-0.3687007473779922,-0.03725932055357382,-0.13159086282028323,-0.1387531855413327,-0.4419994188828747,0.6426098048418964,9
0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-3.0293215047517164,-2.902506451784178,-3.0487482280341482,-1.6482756846775197,-1.573613863799225,-1.603080988255378,-1.67828126068797,-1.8524477765593348,9
0.575,0.47,0.165,0.853,0.292,0.179,0.35,16,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.4219476953252873,0.6239807176516354,0.6522697214434009,0.0437981065721594,-0.3073930496680247,-0.020881597706765734,0.7942824229222206,1.890138595542512,9
0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(11.0, 29.0]",-0.36810188059595444,-0.18207349250512153,0.2694057956353782,-0.4131631388491612,-0.3786040620620464,-0.4288986325187287,-0.38824803445656614,0.9544920025170504,9
0.455,0.375,0.125,0.458,0.1985,0.111,0.12,10,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.0005, 0.13]","(9.0, 11.0]",-0.5760096637331231,-0.3332086569095137,-0.3687007473779922,-0.7566439862944553,-0.7235324033455897,-0.6374406725337322,-0.8540933661512398,0.018845409491588694,9
0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(11.0, 29.0]",-0.5760096637331231,-0.5347222094487032,-0.11345813017264376,-0.7232077976050905,-0.7769406626411061,-0.7961139638494955,-0.5100845058228654,0.9544920025170504,9
0.54,0.4,0.145,0.757,0.315,0.181,0.215,11,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(9.0, 11.0]",0.13087679893325146,-0.08131671623552676,0.14178448703270397,-0.15073971852960008,-0.2050272193516183,-0.0027475072706784703,-0.1732424967513322,0.3307276071667426,9
0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",-0.03544942757648384,-0.18207349250512153,0.014163178430030454,-0.20038739264411157,-0.5321528075366561,-0.3382281803382926,0.14926580980651888,2.825785188567974,9
0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.29720302544298677,0.3720887769776491,0.6522697214434009,0.39943756808631353,0.4113931066841331,0.6500797484284626,0.25676857865913594,0.3307276071667426,9
0.615,0.46,0.19,1.066,0.4335,0.226,0.33,13,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.754600148344758,0.5232239413820412,1.2903762644567713,0.4754289060166885,0.3223793411916058,0.40526952754128476,0.6509453977853982,0.9544920025170504,9
0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.004089488109361,0.825494270190825,1.2903762644567713,0.9627866866101589,0.5248856576871053,1.5885189284959775,0.7584481666380148,2.51390299089282,9
0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.33878458207041967,0.22095361257325696,-0.11345813017264376,0.04683776008937451,-0.1783230897038601,-0.03448216553383118,0.25676857865913594,0.3307276071667426,9
0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(9.0, 11.0]",-1.2413145697720638,-1.2903980314706627,-1.1344285989940368,-1.233869588497209,-1.217558801829116,-1.2539997473606985,-1.1407674164248849,0.018845409491588694,9
0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(9.0, 11.0]",0.006132129050949989,-0.08131671623552676,0.014163178430030454,-0.27536551273541476,-0.5366034958112824,-0.1931554568495945,0.0990978510086309,0.018845409491588694,9
0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(11.0, 29.0]",-1.0749883432623286,-1.2903980314706627,-1.5172925248020592,-1.1457196364979743,-1.1641505425335994,-1.0454577073456952,-1.0690989038564738,0.6426098048418964,9
0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(11.0, 29.0]",-0.20177565408621914,-0.08131671623552676,0.6522697214434009,-0.24496897756326483,-0.4053081917098046,-0.3246276125112272,-0.1015739841829208,3.1376673862431277,9
0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14,0,1,0,"(0.545, 0.615]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(11.0, 29.0]",0.46352925195272116,0.12019683630366221,0.5246484128407266,-0.20950635319575667,-0.39418147102323864,0.07885589969171422,-0.35241377817236047,1.2663742001922043,9
0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(11.0, 29.0]",-0.20177565408621914,-0.2828302687747163,0.39702710423805243,-0.332105711723428,-0.3852800944739859,-0.22942363772176902,-0.42408229074077186,0.6426098048418964,9
0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10,0,1,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.6693943941483012,1.4300349278083935,2.0561041160728157,2.4684283954706525,1.8356133545645692,2.350150726811642,2.9801720562587666,0.018845409491588694,9
0.65,0.515,0.215,1.498,0.564,0.323,0.425,16,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.0456710447367947,1.0773862108648118,1.9284828074701417,1.3508491189746064,0.903194161030346,1.2847729136915162,1.3317962671853056,1.890138595542512,9
0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",0.2140399121881191,0.32171038884285175,0.6522697214434009,0.058996374158234485,-0.2183792841754974,-0.11155204988720181,0.43593986008016405,2.202020793217666,9
0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.2849387673410868,-0.38358704504431107,-0.6239433645833403,-0.588449825008559,-0.8459263308978145,-0.5785048786164486,-0.38824803445656614,0.3307276071667426,9
0.235,0.18,0.06,0.058,0.022,0.0145,0.018,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.40559815534021,-2.29796579416661,-2.0277777592127557,-1.5672182575517866,-1.5090788838171427,-1.5124105360749418,-1.5851121943490354,-1.228683381209027,9
0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.40559815534021,-2.3483441823014073,-1.5172925248020592,-1.554046425643855,-1.511304227954456,-1.4852094004208112,-1.5600282149500915,-1.5405655788841808,9
0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(11.0, 29.0]",-0.40968343722338824,-0.08131671623552676,-0.6239433645833403,-0.588449825008559,-0.7791660067784192,-0.714510556887103,-0.20907675303553788,0.9544920025170504,9
0.53,0.425,0.11,0.739,0.237,0.161,0.295,13,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",0.04771368567838381,0.17057522443845957,-0.7515646731860145,-0.18721556073618004,-0.5521809047724747,-0.18408841163155087,0.40010560379595833,0.9544920025170504,9
0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(9.0, 11.0]",-1.449222352909233,-1.3407764196054601,-1.9001564506100814,-1.2693322128647175,-1.2754177493992587,-1.2222650890975457,-1.2124359289932964,0.018845409491588694,9
0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(9.0, 11.0]",-0.16019409745878532,-0.18207349250512153,-0.8791859817886888,-0.356422939861148,-0.45204041859338145,-0.011814552488722102,-0.35241377817236047,0.3307276071667426,9
0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15,1,0,0,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.13087679893325146,0.32171038884285175,0.5246484128407266,0.5250765801312,0.13322508951998538,0.43700418580443745,0.8301166792064263,1.5782563978673583,9
0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.006132129050949989,-0.08131671623552676,-0.6239433645833403,-0.4091102674928746,-0.46984317169188694,-0.3382281803382926,-0.42408229074077186,0.3307276071667426,9
0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.2140399121881191,0.4224671651124465,0.9075123386487486,0.5412880655563467,0.06869010953790305,0.3055320301428048,1.1526249857642776,1.2663742001922043,9
0.55,0.44,0.16,0.991,0.348,0.168,0.375,20,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.329, 1.005]","(11.0, 29.0]",0.2140399121881191,0.32171038884285175,0.5246484128407266,0.32344623015593876,-0.058154506288948415,-0.12061909510524543,0.9734537043432491,3.1376673862431277,9
0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.40559815534021,-2.3483441823014073,-1.9001564506100814,-1.5601257326782851,-1.5157549162290822,-1.462541787375702,-1.5779453430921941,-1.228683381209027,9
0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",0.006132129050949989,0.019440060034067442,0.6522697214434009,-0.06258976653036533,-0.43423766549487597,0.1559257840450851,0.07759729723810747,0.9544920025170504,9
0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(11.0, 29.0]",-0.40968343722338824,-0.4339654331791084,0.014163178430030454,-0.43342749563059435,-0.7079549943843974,-0.3336946577292708,-0.35241377817236047,1.890138595542512,9
0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(11.0, 29.0]",0.04771368567838381,-0.08131671623552676,0.6522697214434009,-0.12034318335745013,-0.33632252345309616,0.14685873882704145,-0.0657397278987151,0.6426098048418964,9
0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",0.006132129050949989,0.06981844816886482,0.2694057956353782,-0.23483679917254818,-0.5588569371844143,-0.09341795945111454,0.22093432237493027,0.9544920025170504,9
0.53,0.425,0.13,0.717,0.2115,0.166,0.255,13,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",0.04771368567838381,0.17057522443845957,-0.24107943877531798,-0.2317971456553333,-0.665673455775447,-0.1387531855413327,0.11343155352231317,0.9544920025170504,9
0.315,0.235,0.08,0.18,0.08,0.045,0.047,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.7402932493012693,-1.7438035246838393,-1.5172925248020592,-1.3199931048183005,-1.2509389638888138,-1.2358656569246111,-1.3772735079006426,-1.5405655788841808,9
0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.49284655047825543,-0.5347222094487032,-0.4963220559806664,-0.5084056157218976,-0.4720685158292001,-0.8142480542855828,-0.39541488571340727,-0.6049189858587191,9
0.485,0.385,0.105,0.556,0.296,0.104,0.133,7,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.3265203239685206,-0.2324518806399189,-0.8791859817886888,-0.558053289836409,-0.2895902965695193,-0.7009099890600375,-0.760924299812305,-0.916801183533873,9
0.515,0.395,0.14,0.686,0.281,0.1255,0.22,12,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(11.0, 29.0]",-0.07703098420391766,-0.13169510437032414,0.014163178430030454,-0.2946166516777763,-0.35635062068891454,-0.5059685168720995,-0.1374082404671265,0.6426098048418964,9
0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.2556214688155529,0.32171038884285175,0.39702710423805243,0.374107122109522,0.5894206376691875,0.03805419621051787,0.17076636357704228,0.018845409491588694,9
0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(8.0, 9.0]",0.7130185917173241,0.9262510464604198,1.0351336472514228,1.2292629782860065,0.7006878445348464,1.7426586972027192,0.6831962284411833,-0.2930367881835652,9
0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.2951603845013977,1.4300349278083935,1.2903762644567713,1.9770177435208947,2.0536970800212613,1.6701223354583703,1.9768128803010077,0.3307276071667426,9
0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.3783234977562644,1.4300349278083935,1.4179975730594454,1.9162246731765948,1.8155852573287508,1.8015944911200028,1.3712139490979318,0.3307276071667426,9
0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.6278128375208674,1.6819268684823794,1.4179975730594454,2.6730983989631287,3.1752705252271047,1.8197285815560902,2.4784924682798866,0.018845409491588694,9
0.27,0.205,0.075,0.118,0.059,0.031,0.0305,4,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.1145272589481734,-2.046073853492623,-1.6449138334047333,-1.445632116863187,-1.3444034176559674,-1.3628042899772221,-1.4955265536385212,-1.8524477765593348,9
0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.1145272589481734,-2.197209017897015,-2.0277777592127557,-1.4841343947479102,-1.4089383976380496,-1.489742923029833,-1.4991099792669418,-1.5405655788841808,9
0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.9066194758110047,-1.8949386890882312,-1.9001564506100814,-1.4223281065645386,-1.375558235578352,-1.390005425631353,-1.463275722982736,-1.228683381209027,9
0.315,0.23,0.07,0.164,0.0625,0.04,0.045,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.7402932493012693,-1.7941819128186363,-1.7725351420074074,-1.352416075668594,-1.3288260086947752,-1.2812008830148294,-1.391607210414325,-1.228683381209027,9
0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.2413145697720638,-1.1896412552010687,-1.1344285989940368,-1.1021512694178928,-1.05955936807988,-1.0953264560449352,-1.1407674164248849,-1.228683381209027,9
0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.19973301314463,-1.0888844789314738,-1.262049907596711,-1.1234288440383977,-0.8704051164082596,-1.077192365608848,-1.1264337139112026,-1.228683381209027,9
0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.1581514565171962,-1.240019643335866,-1.262049907596711,-1.1821954787045543,-1.1908546721813578,-1.0454577073456952,-1.2124359289932964,-1.228683381209027,9
0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.0334067866348948,-1.1392628670662712,-1.1344285989940368,-1.174089735991981,-1.1151929715127098,-1.122527591699066,-1.241103334020661,-1.228683381209027,9
0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(0.115, 0.14]","(0.001, 0.442]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.9086621167525937,-0.9377493145270817,-0.4963220559806664,-0.8711376021095534,-0.7213070592082764,-0.8550497577667792,-1.0189309450585857,-0.6049189858587191,9
0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.186, 0.336]","(0.0934, 0.171]","(0.0005, 0.13]","(0.999, 8.0]",-0.8670805601251599,-0.8873709263922843,-0.6239433645833403,-0.8559393345234785,-0.6923775854232052,-0.7961139638494955,-0.9615961350038569,-0.6049189858587191,9
0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.6175912203605569,-0.5851005975835005,-0.11345813017264376,-0.6836923018812955,-0.6256172613038097,-0.7870469186314519,-0.7071729153859965,-0.916801183533873,9
0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.40968343722338824,-0.5851005975835005,-0.4963220559806664,-0.6907848267547971,-0.7012789619724579,-0.4651668133909032,-0.7465905972986226,-0.916801183533873,9
0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.3265203239685206,-0.18207349250512153,-0.4963220559806664,-0.4709165556762461,-0.48987126892770555,-0.4243651099097069,-0.5029176545660242,-0.6049189858587191,9
0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.24335721071365296,-0.3332086569095137,-0.6239433645833403,-0.419242445883591,-0.3518999324142884,-0.34729522555633624,-0.6032535721618001,-1.228683381209027,9
0.525,0.41,0.115,0.7745,0.416,0.163,0.18,7,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",0.006132129050949989,0.019440060034067442,-0.6239433645833403,-0.11527709416209192,0.24449229638564432,-0.1659543211954636,-0.42408229074077186,-0.916801183533873,9
0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,6,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(0.999, 8.0]",0.46352925195272116,0.27133200070805435,0.2694057956353782,0.1218158801806775,0.008605817830447096,0.10152351273682331,0.08834757412336919,-1.228683381209027,9
0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,6,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.13, 0.234]","(0.999, 8.0]",0.505110808580155,0.4224671651124465,-0.3687007473779922,0.08635325581316933,-0.02922503250387703,0.23752919100747755,-0.1015739841829208,-1.228683381209027,9
0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.004089488109361,1.1781429871344067,0.7798910300460751,1.0914653521722604,1.1235032306243513,0.922091104969771,0.7226139103538096,0.018845409491588694,9
0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.0872526013642285,1.3796565396735962,1.162754955854097,1.8797488309700148,1.4484034746720758,1.19410246151108,2.206152120519924,0.3307276071667426,9
